,token,count,date
0,march,526,2021-03-29
1,police,347,2021-03-29
2,twenty-nine,217,2021-03-29
3,two thousand and twenty-one,173,2021-03-29
4,one,158,2021-03-29
5,fight,154,2021-03-29
6,monday,140,2021-03-29
7,people,137,2021-03-29
8,would,104,2021-03-29
9,#unitedkingdom,100,2021-03-29
10,#free,100,2021-03-29
11,bristol,97,2021-03-29
12,get,97,2021-03-29
13,us,97,2021-03-29
14,day,97,2021-03-29
15,like,95,2021-03-29
16,today,94,2021-03-29
17,#foodwaste,93,2021-03-29
18,good,91,2021-03-29
19,back,90,2021-03-29
20,police,532,2021-03-30
21,march,523,2021-03-30
22,thirty,187,2021-03-30
23,two thousand and twenty-one,183,2021-03-30
24,day,155,2021-03-30
25,would,153,2021-03-30
26,tuesday,138,2021-03-30
27,one,137,2021-03-30
28,fight,133,2021-03-30
29,get,126,2021-03-30
30,people,123,2021-03-30
31,today,120,2021-03-30
32,like,117,2021-03-30
33,us,109,2021-03-30
34,back,94,2021-03-30
35,time,93,2021-03-30
36,fighting,93,2021-03-30
37,two,93,2021-03-30
38,bristol,93,2021-03-30
39,#bristol,90,2021-03-30
40,police,3038,2021-03-14
41,women,968,2021-03-14
42,protest,877,2021-03-14
43,vigil,788,2021-03-14
44,@metpoliceuk,750,2021-03-14
45,people,668,2021-03-14
46,one,611,2021-03-14
47,would,595,2021-03-14
48,march,531,2021-03-14
49,last,485,2021-03-14
50,peaceful,464,2021-03-14
51,like,432,2021-03-14
52,right,415,2021-03-14
53,violence,406,2021-03-14
54,get,366,2021-03-14
55,fight,362,2021-03-14
56,met,351,2021-03-14
57,day,331,2021-03-14
58,woman,329,2021-03-14
59,men,323,2021-03-14
60,police,1178,2021-03-15
61,march,586,2021-03-15
62,protest,584,2021-03-15
63,women,417,2021-03-15
64,would,377,2021-03-15
65,people,361,2021-03-15
66,one,349,2021-03-15
67,right,302,2021-03-15
68,peaceful,285,2021-03-15
69,vigil,246,2021-03-15
70,fight,237,2021-03-15
71,like,223,2021-03-15
72,need,206,2021-03-15
73,bill,205,2021-03-15
74,get,190,2021-03-15
75,us,189,2021-03-15
76,day,175,2021-03-15
77,time,173,2021-03-15
78,think,167,2021-03-15
79,protests,162,2021-03-15
80,police,323,2021-04-08
81,violence,222,2021-04-08
82,fight,173,2021-04-08
83,people,168,2021-04-08
84,would,160,2021-04-08
85,one,155,2021-04-08
86,get,132,2021-04-08
87,march,120,2021-04-08
88,like,112,2021-04-08
89,ireland,111,2021-04-08
90,good,106,2021-04-08
91,see,103,2021-04-08
92,back,101,2021-04-08
93,attack,101,2021-04-08
94,us,99,2021-04-08
95,time,99,2021-04-08
96,know,94,2021-04-08
97,going,92,2021-04-08
98,well,88,2021-04-08
99,bristol,85,2021-04-08
100,police,1059,2021-03-27
101,fight,569,2021-03-27
102,march,478,2021-03-27
103,bristol,316,2021-03-27
104,people,313,2021-03-27
105,would,313,2021-03-27
106,one,278,2021-03-27
107,protest,274,2021-03-27
108,like,272,2021-03-27
109,@aspolice,254,2021-03-27
110,get,223,2021-03-27
111,violence,192,2021-03-27
112,see,184,2021-03-27
113,us,184,2021-03-27
114,two thousand and twenty-one,177,2021-03-27
115,good,175,2021-03-27
116,two,166,2021-03-27
117,last,165,2021-03-27
118,today,161,2021-03-27
119,day,154,2021-03-27
120,march,587,2021-03-06
121,fight,237,2021-03-06
122,police,229,2021-03-06
123,one,207,2021-03-06
124,#attackthebok,172,2021-03-06
125,scenes,153,2021-03-06
126,get,150,2021-03-06
127,would,150,2021-03-06
128,today,145,2021-03-06
129,like,126,2021-03-06
130,people,124,2021-03-06
131,day,124,2021-03-06
132,us,123,2021-03-06
133,two thousand and twenty-one,122,2021-03-06
134,attack,119,2021-03-06
135,time,105,2021-03-06
136,back,104,2021-03-06
137,bristol,103,2021-03-06
138,two,102,2021-03-06
139,see,101,2021-03-06
140,police,292,2021-04-07
141,one,166,2021-04-07
142,would,154,2021-04-07
143,people,145,2021-04-07
144,fight,143,2021-04-07
145,like,113,2021-04-07
146,violence,112,2021-04-07
147,get,112,2021-04-07
148,attack,99,2021-04-07
149,bristol,91,2021-04-07
150,fighting,89,2021-04-07
151,back,87,2021-04-07
152,march,82,2021-04-07
153,us,82,2021-04-07
154,going,79,2021-04-07
155,scene,79,2021-04-07
156,time,76,2021-04-07
157,good,75,2021-04-07
158,know,74,2021-04-07
159,see,74,2021-04-07
160,police,870,2021-03-16
161,march,523,2021-03-16
162,protest,430,2021-03-16
163,would,301,2021-03-16
164,people,270,2021-03-16
165,women,270,2021-03-16
166,fight,235,2021-03-16
167,right,230,2021-03-16
168,one,225,2021-03-16
169,government,214,2021-03-16
170,like,203,2021-03-16
171,get,200,2021-03-16
172,us,196,2021-03-16
173,bill,188,2021-03-16
174,new,187,2021-03-16
175,time,161,2021-03-16
176,rights,160,2021-03-16
177,#policingbill,158,2021-03-16
178,#righttoprotest,156,2021-03-16
179,need,151,2021-03-16
180,police,499,2021-03-28
181,march,464,2021-03-28
182,fight,319,2021-03-28
183,one,211,2021-03-28
184,would,208,2021-03-28
185,like,188,2021-03-28
186,people,187,2021-03-28
187,sunday,175,2021-03-28
188,twenty-eight,171,2021-03-28
189,two thousand and twenty-one,167,2021-03-28
190,get,154,2021-03-28
191,bristol,137,2021-03-28
192,us,133,2021-03-28
193,protest,131,2021-03-28
194,two,129,2021-03-28
195,good,125,2021-03-28
196,attack,119,2021-03-28
197,day,115,2021-03-28
198,back,113,2021-03-28
199,think,109,2021-03-28
200,march,527,2021-03-09
201,police,231,2021-03-09
202,one,179,2021-03-09
203,fight,175,2021-03-09
204,like,133,2021-03-09
205,people,130,2021-03-09
206,us,129,2021-03-09
207,would,129,2021-03-09
208,two thousand and twenty-one,120,2021-03-09
209,day,115,2021-03-09
210,attack,113,2021-03-09
211,back,111,2021-03-09
212,get,109,2021-03-09
213,today,101,2021-03-09
214,two,92,2021-03-09
215,fighting,88,2021-03-09
216,scenes,88,2021-03-09
217,scene,87,2021-03-09
218,new,86,2021-03-09
219,#unitedkingdom,84,2021-03-09
220,march,1055,2021-03-31
221,two thousand and twenty-one,683,2021-03-31
222,planning,629,2021-03-31
223,new,575,2021-03-31
224,thirty,568,2021-03-31
225,application,542,2021-03-31
226,registered,508,2021-03-31
227,london,489,2021-03-31
228,police,428,2021-03-31
229,nw1,279,2021-03-31
230,road,256,2021-03-31
231,one,242,2021-03-31
232,people,229,2021-03-31
233,day,205,2021-03-31
234,consent,188,2021-03-31
235,fight,183,2021-03-31
236,would,172,2021-03-31
237,building,163,2021-03-31
238,listed,162,2021-03-31
239,thirty-one,162,2021-03-31
240,police,333,2021-04-02
241,fight,201,2021-04-02
242,march,177,2021-04-02
243,would,155,2021-04-02
244,one,150,2021-04-02
245,people,129,2021-04-02
246,like,121,2021-04-02
247,good,114,2021-04-02
248,get,106,2021-04-02
249,bristol,100,2021-04-02
250,two,100,2021-04-02
251,time,93,2021-04-02
252,see,92,2021-04-02
253,scene,91,2021-04-02
254,back,90,2021-04-02
255,fighting,90,2021-04-02
256,last,89,2021-04-02
257,us,85,2021-04-02
258,#unitedkingdom,85,2021-04-02
259,#free,85,2021-04-02
260,police,390,2021-04-01
261,march,309,2021-04-01
262,fight,179,2021-04-01
263,one,160,2021-04-01
264,people,146,2021-04-01
265,would,128,2021-04-01
266,like,112,2021-04-01
267,get,93,2021-04-01
268,good,87,2021-04-01
269,#unitedkingdom,86,2021-04-01
270,#free,85,2021-04-01
271,fighting,85,2021-04-01
272,two,84,2021-04-01
273,still,79,2021-04-01
274,officer,79,2021-04-01
275,back,79,2021-04-01
276,us,79,2021-04-01
277,two thousand and twenty-one,77,2021-04-01
278,#foodwaste,77,2021-04-01
279,day,75,2021-04-01
280,march,538,2021-03-17
281,police,444,2021-03-17
282,protest,304,2021-03-17
283,fight,207,2021-03-17
284,one,203,2021-03-17
285,would,186,2021-03-17
286,people,176,2021-03-17
287,get,157,2021-03-17
288,right,155,2021-03-17
289,like,152,2021-03-17
290,day,152,2021-03-17
291,us,137,2021-03-17
292,two thousand and twenty-one,130,2021-03-17
293,women,129,2021-03-17
294,rights,129,2021-03-17
295,attack,127,2021-03-17
296,time,124,2021-03-17
297,back,121,2021-03-17
298,today,119,2021-03-17
299,bill,117,2021-03-17
300,march,576,2021-03-07
301,police,461,2021-03-07
302,fight,379,2021-03-07
303,one,222,2021-03-07
304,@policescotland,216,2021-03-07
305,today,200,2021-03-07
306,like,193,2021-03-07
307,would,193,2021-03-07
308,get,186,2021-03-07
309,people,173,2021-03-07
310,@nicolasturgeon,158,2021-03-07
311,us,153,2021-03-07
312,see,150,2021-03-07
313,good,140,2021-03-07
314,attack,140,2021-03-07
315,day,137,2021-03-07
316,two,135,2021-03-07
317,scenes,131,2021-03-07
318,back,131,2021-03-07
319,fighting,127,2021-03-07
320,police,571,2021-04-03
321,fight,263,2021-04-03
322,protest,224,2021-04-03
323,people,195,2021-04-03
324,#killthebill,188,2021-04-03
325,would,179,2021-04-03
326,one,170,2021-04-03
327,like,158,2021-04-03
328,march,146,2021-04-03
329,get,128,2021-04-03
330,today,124,2021-04-03
331,good,123,2021-04-03
332,see,115,2021-04-03
333,attack,114,2021-04-03
334,bristol,114,2021-04-03
335,go,109,2021-04-03
336,bill,105,2021-04-03
337,great,105,2021-04-03
338,us,103,2021-04-03
339,time,95,2021-04-03
340,march,613,2021-03-11
341,police,517,2021-03-11
342,women,422,2021-03-11
343,men,328,2021-03-11
344,violence,241,2021-03-11
345,one,236,2021-03-11
346,would,221,2021-03-11
347,fight,173,2021-03-11
348,get,171,2021-03-11
349,people,163,2021-03-11
350,eleven,162,2021-03-11
351,like,159,2021-03-11
352,attack,152,2021-03-11
353,know,149,2021-03-11
354,us,147,2021-03-11
355,time,146,2021-03-11
356,officer,143,2021-03-11
357,day,141,2021-03-11
358,attacked,140,2021-03-11
359,need,135,2021-03-11
360,police,2158,2021-03-13
361,women,888,2021-03-13
362,@metpoliceuk,768,2021-03-13
363,march,611,2021-03-13
364,vigil,497,2021-03-13
365,one,476,2021-03-13
366,would,429,2021-03-13
367,people,429,2021-03-13
368,violence,422,2021-03-13
369,protest,413,2021-03-13
370,tonight,343,2021-03-13
371,met,323,2021-03-13
372,like,318,2021-03-13
373,woman,305,2021-03-13
374,get,280,2021-03-13
375,men,271,2021-03-13
376,us,270,2021-03-13
377,peaceful,246,2021-03-13
378,think,242,2021-03-13
379,right,239,2021-03-13
380,march,536,2021-03-18
381,police,287,2021-03-18
382,fight,190,2021-03-18
383,would,182,2021-03-18
384,one,171,2021-03-18
385,day,160,2021-03-18
386,protest,155,2021-03-18
387,time,150,2021-03-18
388,two thousand and twenty-one,146,2021-03-18
389,us,137,2021-03-18
390,people,134,2021-03-18
391,petition,132,2021-03-18
392,violence,130,2021-03-18
393,like,125,2021-03-18
394,#unitedkingdom,122,2021-03-18
395,#free,122,2021-03-18
396,attack,120,2021-03-18
397,today,115,2021-03-18
398,good,108,2021-03-18
399,#foodwaste,108,2021-03-18
400,march,516,2021-03-08
401,police,360,2021-03-08
402,women,312,2021-03-08
403,day,303,2021-03-08
404,fight,233,2021-03-08
405,one,204,2021-03-08
406,today,194,2021-03-08
407,would,193,2021-03-08
408,#internationalwomensday,176,2021-03-08
409,people,168,2021-03-08
410,us,156,2021-03-08
411,happy,148,2021-03-08
412,like,147,2021-03-08
413,back,138,2021-03-08
414,@policescotland,132,2021-03-08
415,two thousand and twenty-one,124,2021-03-08
416,fighting,123,2021-03-08
417,get,122,2021-03-08
418,international,122,2021-03-08
419,see,120,2021-03-08
420,police,519,2021-04-04
421,would,199,2021-04-04
422,fight,182,2021-04-04
423,people,177,2021-04-04
424,one,160,2021-04-04
425,like,144,2021-04-04
426,get,136,2021-04-04
427,march,122,2021-04-04
428,protest,121,2021-04-04
429,time,115,2021-04-04
430,bristol,110,2021-04-04
431,good,104,2021-04-04
432,back,100,2021-04-04
433,us,100,2021-04-04
434,@metpoliceuk,99,2021-04-04
435,easter,89,2021-04-04
436,see,88,2021-04-04
437,attack,88,2021-04-04
438,well,85,2021-04-04
439,fighting,84,2021-04-04
440,police,336,2021-04-05
441,fight,202,2021-04-05
442,would,198,2021-04-05
443,one,166,2021-04-05
444,people,133,2021-04-05
445,march,119,2021-04-05
446,get,119,2021-04-05
447,like,116,2021-04-05
448,think,104,2021-04-05
449,attack,102,2021-04-05
450,good,100,2021-04-05
451,two,100,2021-04-05
452,bristol,99,2021-04-05
453,us,98,2021-04-05
454,fighting,97,2021-04-05
455,back,91,2021-04-05
456,scene,82,2021-04-05
457,really,80,2021-04-05
458,see,80,2021-04-05
459,need,80,2021-04-05
460,march,508,2021-03-19
461,police,379,2021-03-19
462,one,227,2021-03-19
463,fight,214,2021-03-19
464,like,175,2021-03-19
465,people,163,2021-03-19
466,would,158,2021-03-19
467,get,146,2021-03-19
468,two thousand and twenty-one,130,2021-03-19
469,us,123,2021-03-19
470,attack,119,2021-03-19
471,day,114,2021-03-19
472,back,107,2021-03-19
473,today,107,2021-03-19
474,two,107,2021-03-19
475,good,107,2021-03-19
476,fighting,104,2021-03-19
477,see,102,2021-03-19
478,new,102,2021-03-19
479,time,101,2021-03-19
480,police,225,2021-04-06
481,fight,151,2021-04-06
482,would,135,2021-04-06
483,people,131,2021-04-06
484,one,123,2021-04-06
485,march,105,2021-04-06
486,like,105,2021-04-06
487,get,103,2021-04-06
488,attack,99,2021-04-06
489,dog,92,2021-04-06
490,fighting,90,2021-04-06
491,good,85,2021-04-06
492,bristol,79,2021-04-06
493,back,76,2021-04-06
494,scene,75,2021-04-06
495,time,73,2021-04-06
496,think,70,2021-04-06
497,going,69,2021-04-06
498,us,67,2021-04-06
499,two,66,2021-04-06
500,police,526,2021-03-26
501,march,518,2021-03-26
502,fight,257,2021-03-26
503,two thousand and twenty-one,225,2021-03-26
504,bristol,208,2021-03-26
505,people,204,2021-03-26
506,would,198,2021-03-26
507,two,195,2021-03-26
508,one,185,2021-03-26
509,protest,169,2021-03-26
510,like,143,2021-03-26
511,see,136,2021-03-26
512,friday,136,2021-03-26
513,get,135,2021-03-26
514,attack,133,2021-03-26
515,twenty-six,126,2021-03-26
516,day,117,2021-03-26
517,covid,115,2021-03-26
518,us,112,2021-03-26
519,fighting,109,2021-03-26
520,police,985,2021-03-21
521,march,496,2021-03-21
522,protest,475,2021-03-21
523,bristol,465,2021-03-21
524,people,412,2021-03-21
525,one,321,2021-03-21
526,would,291,2021-03-21
527,fight,255,2021-03-21
528,like,237,2021-03-21
529,get,232,2021-03-21
530,right,204,2021-03-21
531,#bristol,193,2021-03-21
532,us,183,2021-03-21
533,good,179,2021-03-21
534,protests,178,2021-03-21
535,today,175,2021-03-21
536,bill,169,2021-03-21
537,see,163,2021-03-21
538,need,162,2021-03-21
539,two,162,2021-03-21
540,police,551,2021-03-20
541,march,531,2021-03-20
542,fight,288,2021-03-20
543,protest,271,2021-03-20
544,one,256,2021-03-20
545,people,234,2021-03-20
546,get,214,2021-03-20
547,like,204,2021-03-20
548,would,204,2021-03-20
549,today,196,2021-03-20
550,see,167,2021-03-20
551,day,152,2021-03-20
552,lockdown,151,2021-03-20
553,two thousand and twenty-one,149,2021-03-20
554,us,148,2021-03-20
555,good,146,2021-03-20
556,last,141,2021-03-20
557,two,138,2021-03-20
558,right,134,2021-03-20
559,think,129,2021-03-20
560,police,1090,2021-03-22
561,bristol,472,2021-03-22
562,march,466,2021-03-22
563,protest,433,2021-03-22
564,people,401,2021-03-22
565,violence,300,2021-03-22
566,would,295,2021-03-22
567,one,281,2021-03-22
568,last,234,2021-03-22
569,get,233,2021-03-22
570,like,203,2021-03-22
571,protests,197,2021-03-22
572,peaceful,197,2021-03-22
573,right,192,2021-03-22
574,us,170,2021-03-22
575,bill,168,2021-03-22
576,fight,164,2021-03-22
577,see,163,2021-03-22
578,need,162,2021-03-22
579,think,154,2021-03-22
580,march,551,2021-03-23
581,police,436,2021-03-23
582,one,227,2021-03-23
583,people,195,2021-03-23
584,fight,180,2021-03-23
585,two thousand and twenty-one,150,2021-03-23
586,day,149,2021-03-23
587,like,149,2021-03-23
588,would,148,2021-03-23
589,bristol,145,2021-03-23
590,year,140,2021-03-23
591,us,136,2021-03-23
592,get,131,2021-03-23
593,today,131,2021-03-23
594,time,118,2021-03-23
595,last,118,2021-03-23
596,twenty-three,115,2021-03-23
597,two,103,2021-03-23
598,lockdown,101,2021-03-23
599,fighting,100,2021-03-23
600,march,500,2021-03-25
601,police,333,2021-03-25
602,fight,194,2021-03-25
603,two thousand and twenty-one,184,2021-03-25
604,one,181,2021-03-25
605,twenty-five,156,2021-03-25
606,people,143,2021-03-25
607,would,135,2021-03-25
608,thursday,130,2021-03-25
609,like,122,2021-03-25
610,get,119,2021-03-25
611,today,109,2021-03-25
612,#unitedkingdom,107,2021-03-25
613,#free,107,2021-03-25
614,time,105,2021-03-25
615,#foodwaste,98,2021-03-25
616,day,97,2021-03-25
617,protest,96,2021-03-25
618,bristol,93,2021-03-25
619,us,91,2021-03-25
620,march,514,2021-03-24
621,police,409,2021-03-24
622,two thousand and twenty-one,183,2021-03-24
623,one,172,2021-03-24
624,fight,166,2021-03-24
625,would,161,2021-03-24
626,bristol,140,2021-03-24
627,wednesday,136,2021-03-24
628,people,135,2021-03-24
629,get,131,2021-03-24
630,twenty-four,129,2021-03-24
631,today,118,2021-03-24
632,like,116,2021-03-24
633,time,103,2021-03-24
634,day,101,2021-03-24
635,us,99,2021-03-24
636,attack,95,2021-03-24
637,protest,92,2021-03-24
638,#free,91,2021-03-24
639,#unitedkingdom,90,2021-03-24
640,march,752,2021-03-03
641,police,226,2021-03-03
642,fight,206,2021-03-03
643,one,178,2021-03-03
644,day,175,2021-03-03
645,would,158,2021-03-03
646,time,157,2021-03-03
647,last,156,2021-03-03
648,two,148,2021-03-03
649,like,147,2021-03-03
650,get,136,2021-03-03
651,three,128,2021-03-03
652,us,128,2021-03-03
653,fighting,118,2021-03-03
654,two thousand and twenty-one,117,2021-03-03
655,#unitedkingdom,112,2021-03-03
656,#free,112,2021-03-03
657,good,110,2021-03-03
658,attack,107,2021-03-03
659,many,106,2021-03-03
660,march,734,2021-03-02
661,fight,190,2021-03-02
662,one,189,2021-03-02
663,police,189,2021-03-02
664,day,174,2021-03-02
665,two,157,2021-03-02
666,would,157,2021-03-02
667,like,132,2021-03-02
668,get,130,2021-03-02
669,us,118,2021-03-02
670,two thousand and twenty-one,116,2021-03-02
671,back,112,2021-03-02
672,see,104,2021-03-02
673,bristol,102,2021-03-02
674,#bristol,100,2021-03-02
675,people,98,2021-03-02
676,time,97,2021-03-02
677,fighting,92,2021-03-02
678,#unitedkingdom,83,2021-03-02
679,#free,83,2021-03-02
680,march,1458,2021-03-01
681,day,398,2021-03-01
682,one,312,2021-03-01
683,1st,267,2021-03-01
684,happy,260,2021-03-01
685,month,226,2021-03-01
686,new,212,2021-03-01
687,police,210,2021-03-01
688,get,167,2021-03-01
689,fight,165,2021-03-01
690,us,164,2021-03-01
691,like,164,2021-03-01
692,good,163,2021-03-01
693,today,161,2021-03-01
694,people,149,2021-03-01
695,time,134,2021-03-01
696,two thousand and twenty-one,133,2021-03-01
697,see,128,2021-03-01
698,first,128,2021-03-01
699,week,120,2021-03-01
700,march,698,2021-03-04
701,fight,235,2021-03-04
702,day,178,2021-03-04
703,police,174,2021-03-04
704,one,156,2021-03-04
705,would,150,2021-03-04
706,time,138,2021-03-04
707,us,134,2021-03-04
708,two thousand and twenty-one,126,2021-03-04
709,attack,123,2021-03-04
710,get,120,2021-03-04
711,like,116,2021-03-04
712,#unitedkingdom,108,2021-03-04
713,#free,108,2021-03-04
714,people,106,2021-03-04
715,back,101,2021-03-04
716,#foodwaste,98,2021-03-04
717,four,96,2021-03-04
718,two,95,2021-03-04
719,see,93,2021-03-04
720,march,640,2021-03-05
721,one,211,2021-03-05
722,police,201,2021-03-05
723,fight,178,2021-03-05
724,would,148,2021-03-05
725,day,148,2021-03-05
726,get,144,2021-03-05
727,people,135,2021-03-05
728,us,123,2021-03-05
729,two,122,2021-03-05
730,like,118,2021-03-05
731,#unitedkingdom,118,2021-03-05
732,#free,118,2021-03-05
733,back,117,2021-03-05
734,scene,116,2021-03-05
735,time,108,2021-03-05
736,#foodwaste,108,2021-03-05
737,good,102,2021-03-05
738,fighting,100,2021-03-05
739,five,99,2021-03-05
740,march,583,2021-03-10
741,police,432,2021-03-10
742,women,201,2021-03-10
743,officer,187,2021-03-10
744,one,172,2021-03-10
745,would,165,2021-03-10
746,fight,153,2021-03-10
747,people,152,2021-03-10
748,get,150,2021-03-10
749,us,146,2021-03-10
750,attack,144,2021-03-10
751,day,137,2021-03-10
752,two thousand and twenty-one,136,2021-03-10
753,men,134,2021-03-10
754,#unitedkingdom,132,2021-03-10
755,#free,131,2021-03-10
756,#foodwaste,125,2021-03-10
757,arrested,122,2021-03-10
758,ten,122,2021-03-10
759,time,114,2021-03-10
760,police,649,2021-03-12
761,march,640,2021-03-12
762,women,398,2021-03-12
763,men,362,2021-03-12
764,would,259,2021-03-12
765,one,253,2021-03-12
766,fight,221,2021-03-12
767,violence,199,2021-03-12
768,get,199,2021-03-12
769,like,181,2021-03-12
770,people,172,2021-03-12
771,twelve,169,2021-03-12
772,day,165,2021-03-12
773,us,162,2021-03-12
774,attack,157,2021-03-12
775,time,153,2021-03-12
776,two thousand and twenty-one,146,2021-03-12
777,think,140,2021-03-12
778,go,130,2021-03-12
779,see,128,2021-03-12
